source,title,company,logo,experience,job_type,work_mode,salary,skills,published,modified,url
TuniJobs,Ingénieur Génie Civil,"Expérience
Sans expérience
Type d'emploi
CDI, CIVP, Al Karama
Mode de travail
Présentiel
Rémunération
500 - 1000 DT",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F690248a183dab8a0fd22fca8%2F457dfd6f-aad4-42e2-9d57-666bd1091517.jpg&w=128&q=75,Sans expérience,N/A,Présentiel,500 - 1000 DT,Ingénieur Génie Civil,N/A,N/A,https://www.tunijobs.com/company/generale-consulting-gc/jobs/generale-consulting-gc-ingenieur-genie-civil
TuniJobs,Commercial(e) centre de formation – Le Charme de la Pâtisserie,"Expérience
1-2 ans
Type d'emploi
CDD
Mode de travail
Présentiel
Rémunération
850 - 1200 DT",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F690099b391dd87b31ee5652d%2F1321dbdd-c882-471a-b3c7-7e561d070c19.jpg&w=128&q=75,1-2 ans,N/A,Présentiel,850 - 1200 DT,"Communication orale claire et persuasive
Techniques de vente et de négociation
Gestion des appels entrants et sortants
+3 de plus",N/A,N/A,https://www.tunijobs.com/company/le-charme-de-la-patisserie/jobs/le-charme-de-la-patisserie-commercial-e-centre-de-formation-le-charme-de-la-patisserie
TuniJobs,Support Commercial – Prise de commandes & Recouvrement,"Expérience
1-2 ans
Type d'emploi
CDI
Mode de travail
Télétravail complet
Rémunération
700 - 1300 DT",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F678d151af15cf2fdf8ef857f%2Fa052848d-99cb-4b03-9f5d-249c2135d260.jpg&w=128&q=75,1-2 ans,N/A,Télétravail complet,700 - 1300 DT,"Relation ClientB2B
CRM
Autonomie
+2 de plus",N/A,N/A,https://www.tunijobs.com/company/backoff-solutions/jobs/backoff-solutions-support-commercial-prise-de-commandes-and-saisie-h-f
TuniJobs,Community Sales Manager,"Expérience
2-5 ans
Type d'emploi
CDI
Mode de travail
Présentiel
Rémunération
1600 DT",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F68d3b891f647531afd24b1f3%2F7bed2ae3-8193-43cc-b516-13c691151792.jpg&w=128&q=75,2-5 ans,N/A,Présentiel,1600 DT,"vente et négociation
gestion de communauté et en relations clientèles
communication et service client
+1 de plus",N/A,N/A,https://www.tunijobs.com/company/iwgplc-tunisie/jobs/iwgplc-tunisie-community-sales-manager
TuniJobs,Commercial B to B expérimenté,"Expérience
5-7 ans
Type d'emploi
CDI
Mode de travail
Présentiel
Rémunération
Confidentiel",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F68f9dc87eac5723064a20c0f%2F43c354e6-0fb1-4aed-97d8-f7661dfb1840.jpg&w=128&q=75,5-7 ans,N/A,Présentiel,Confidentiel,"Maîtrise des techniques de vente et de négociation BtoB
Capacité à identifier les besoins des clients et à y répondre efficacement
Excellent niveau de français oral et écrit
+4 de plus",N/A,N/A,https://www.tunijobs.com/company/altra-call/jobs/altra-call-commercial-b-to-b-experimente
TuniJobs,Conseiller Commercial Mutuelle Santé & Prévoyance (H/F),"Expérience
6-12 mois
Type d'emploi
CDI
Mode de travail
Présentiel
Rémunération
Confidentiel",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F68d12ab060b99373a90ec170%2Fc2f27f59-2123-49c2-9984-d011ff838d5c.png&w=128&q=75,6-12 mois,N/A,Présentiel,Confidentiel,"Sens du service et de l'écoute, Aptitude à l'argumentation commerciale.
Dynamisme, Proactivité, Capacité d'apprentissage rapide.",N/A,N/A,https://www.tunijobs.com/company/adam-eden-eva/jobs/adam-eden-eva-conseiller-commercial-mutuelle-sante-and-prevoyance-h-f
TuniJobs,Conseillers Commerciaux en Assurance Santé,"Expérience
1-2 ans
Type d'emploi
CDI
Mode de travail
Présentiel
Rémunération
Confidentiel",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F68c19235d76a5092611e7d4b%2F6e863b43-a1bf-4591-be74-91a9c1c0b918.png&w=128&q=75,1-2 ans,N/A,Présentiel,Confidentiel,"Expérience préalable de 2 ans minimum dans la télévente ou la vente de produits d'assurance santé.
Bonnes capacités commerciales avec un tempérament de vendeur affirmé.",N/A,N/A,https://www.tunijobs.com/company/premunia/jobs/premunia-conseillers-commerciaux-en-assurance-sante
TuniJobs,Comptable / Gestionnaire de paies Sénior - Télétravail,"Expérience
2-5 ans
Type d'emploi
CDI
Mode de travail
Télétravail complet
Rémunération
1400 - 1900 DT",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F678d151af15cf2fdf8ef857f%2Fa052848d-99cb-4b03-9f5d-249c2135d260.jpg&w=128&q=75,2-5 ans,N/A,Télétravail complet,1400 - 1900 DT,"Sage100
Cegid
Silae",N/A,N/A,https://www.tunijobs.com/company/backoff-solutions/jobs/backoff-solutions-comptable-senior-teletravail
TuniJobs,Expert ERP Sage 100 (API & Objets Métiers) - Télétravail,"Expérience
5-7 ans
Type d'emploi
CDI
Mode de travail
Télétravail complet
Rémunération
1500 - 2800 DT",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F678d151af15cf2fdf8ef857f%2Fa052848d-99cb-4b03-9f5d-249c2135d260.jpg&w=128&q=75,5-7 ans,N/A,Télétravail complet,1500 - 2800 DT,"Sage100
ERP
Processus Comptables
+3 de plus",N/A,N/A,https://www.tunijobs.com/company/backoff-solutions/jobs/backoff-solutions-expert-erp-sage-100-api-and-objets-metiers-teletravail
TuniJobs,Coursier,"Expérience
2-5 ans
Type d'emploi
CDI
Mode de travail
Présentiel
Rémunération
Confidentiel",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F68f75b9ceac5723064a1cbe6%2Fe4692d51-a69c-4014-960e-dbccff8e8041.png&w=128&q=75,2-5 ans,N/A,Présentiel,Confidentiel,"Bonne connaissance du Grand Tunis et des itinéraires administratifs, bancaires et commerciaux. Maîtrise des procédures de dépôt et de retrait dans les banques et administrations. Sens aigu de l’organisation et respect des délais. Fiabilité, honnêteté et discrétion dans la gestion des documents et paiements. Bonne communication avec les clients et les institutions. Esprit d’équipe et capacité à travailler sous pression. Présentation soignée et attitude professionnelle. Utilisation basique du téléphone et de la messagerie pour le suivi des missions.",N/A,N/A,https://www.tunijobs.com/company/mecanica/jobs/mecanica-coursier
TuniJobs,Billettiste – Agence de Voyages,"Expérience
1-2 ans
Type d'emploi
CDI
Mode de travail
Présentiel
Rémunération
800 - 1100 DT",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F68f214e2fc76242ef406ddce%2F696de56f-4a2a-4c89-bac9-f8659fac437d.png&w=128&q=75,1-2 ans,N/A,Présentiel,800 - 1100 DT,"Amadeus (incontournable)
NDC (atout)
Arabe
+13 de plus",N/A,N/A,https://www.tunijobs.com/company/take-off-travel/jobs/take-off-travel-billettiste-agence-de-voyages
TuniJobs,Senior Web Marketing,"Expérience
5-7 ans
Type d'emploi
CDI, CDD
Mode de travail
Hybride
Rémunération
1500 - 2000 DT",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F68be8fe676de48ffc3c34bfc%2F48e7ece1-eb48-4b4b-bb63-67ed6c85b284.png&w=128&q=75,5-7 ans,N/A,Hybride,1500 - 2000 DT,"Capacité à interpréter les données et à en tirer des insights concrets.
Suivi et analyse des KPI : acquisition, conversion, coût d’acquisition, ROI, LTV, etc.
Esprit d’analyse et rigueur dans la mesure des performances.
+5 de plus",N/A,N/A,https://www.tunijobs.com/company/leonemtravel/jobs/leonemtravel-senior-web-marketing
TuniJobs,TECHNCIENNE EN BIOMEDICALE,"Expérience
Sans expérience
Type d'emploi
CIVP
Mode de travail
Présentiel
Rémunération
700 DT",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F68c9385d728f154b8fc76103%2F997fe3a6-8d9c-41ad-9072-fe7652ccd8c6.png&w=128&q=75,Sans expérience,N/A,Présentiel,700 DT,"Configurer l'installation et effectuer sa mise au point Réaliser ou superviser les interventions de maintenance préventive et corrective Déterminer les causes de dysfonctionnements Assurer le suivi des interventions réalisées par les fournisseurs de matériels ou prestataires de maintenance Contrôler le fonctionnement d'un équipement, d'une machine, d'une installation Gérer les stocks de matériel de maintenance et de pièces de rechange",N/A,N/A,https://www.tunijobs.com/company/clinique-elmourouj/jobs/clinique-elmourouj-techncienne-en-biomedicale
TuniJobs,Mission Freelance – Ingénieur Angular et Java Senior,"Expérience
5-7 ans
Type d'emploi
Freelance
Mode de travail
Hybride
Rémunération
2000 - 5000 DT",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F68ef89e9eac5723064a07c91%2F2766c9e5-d56c-407b-8941-0c6d0e47f3f7.jpg&w=128&q=75,5-7 ans,N/A,Hybride,2000 - 5000 DT,"angular
java",N/A,N/A,https://www.tunijobs.com/company/spark-talent-alliance/jobs/spark-talent-alliance-mission-freelance-ingenieur-angular-et-java-senior
TuniJobs,Télé-commercial Expérimenté,"Expérience
6-12 mois
Type d'emploi
CDI
Mode de travail
Présentiel
Rémunération
1250 - 1650 DT",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F685283ebd3259025ae2bbf97%2Ff9b722d8-df6f-439a-8ffc-49c2854dc767.png&w=128&q=75,6-12 mois,N/A,Présentiel,1250 - 1650 DT,"appel sortant
francais excellent
force de vente
+1 de plus",N/A,N/A,https://www.tunijobs.com/company/madani-call-center/jobs/madani-call-center-tele-commercial-experimente
TuniJobs,Un(e) gestionnaire de facturation française,"Expérience
1-2 ans
Type d'emploi
CDI
Mode de travail
Présentiel
Rémunération
Confidentiel",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F68dce940797a027b968e1fb6%2F8fcfded4-0e8c-42f6-a46e-569c43f76850.png&w=128&q=75,1-2 ans,N/A,Présentiel,Confidentiel,"Saisie et vérification des factures
Suivi des paiements et des encaissements
Maîtrise de la facturation clients et fournisseurs
+4 de plus",N/A,N/A,https://www.tunijobs.com/company/maxiom-de-metal-2000-groupe/jobs/maxiom-de-metal-2000-groupe-un-e-gestionnaire-de-facturation-francaise
TuniJobs,Développeur·se IA – Spécialisation LLM / Agents autonomes - Télétravail,"Expérience
2-5 ans
Type d'emploi
CDI
Mode de travail
Télétravail complet
Rémunération
1900 - 3500 DT",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F678d151af15cf2fdf8ef857f%2Fa052848d-99cb-4b03-9f5d-249c2135d260.jpg&w=128&q=75,2-5 ans,N/A,Télétravail complet,1900 - 3500 DT,"AI
IA
LLM",N/A,N/A,https://www.tunijobs.com/company/backoff-solutions/jobs/backoff-solutions-developpeur-se-ia-specialisation-llm-agents-autonomes-teletravail
TuniJobs,Stagiaire Community Manager & Développement Commercial (H/F),"Expérience
1-6 mois
Type d'emploi
Stage
Mode de travail
Présentiel
Rémunération
Confidentiel",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F68c91b95728f154b8fc75c3d%2Fcb86a611-402a-4450-922e-0509c87687f9.png&w=128&q=75,1-6 mois,N/A,Présentiel,Confidentiel,"scripts
gestion des réseaux sociaux
copyright
+1 de plus",N/A,N/A,https://www.tunijobs.com/company/clevertech/jobs/clevertech-stagiaire-community-manager-and-developpement-commercial-h-f
TuniJobs,chauffeur semi-remorque à Morneg,"Expérience
2-5 ans
Type d'emploi
CDI
Mode de travail
Présentiel
Rémunération
Confidentiel",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F68e42389fe970fe19ff467b1%2Fdd295034-9d62-414c-a4ac-776203e4883d.png&w=128&q=75,2-5 ans,N/A,Présentiel,Confidentiel,rigoureux,N/A,N/A,https://www.tunijobs.com/company/2s-consulting/jobs/2s-consulting-chauffeur-semi-remorque-a-morneg
TuniJobs,Support Commercial – Prise de commandes & Recouvrement,"Expérience
1-2 ans
Type d'emploi
CDI
Mode de travail
Télétravail complet
Rémunération
700 - 1300 DT",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F678d151af15cf2fdf8ef857f%2Fa052848d-99cb-4b03-9f5d-249c2135d260.jpg&w=128&q=75,1-2 ans,N/A,Télétravail complet,700 - 1300 DT,"Relation ClientB2B
CRM
Autonomie
+2 de plus",N/A,N/A,https://www.tunijobs.com/company/backoff-solutions/jobs/backoff-solutions-support-commercial-prise-de-commandes-and-saisie-h-f
TuniJobs,Commercial·e B2B: Impression & Communication,"Expérience
Sans expérience
Type d'emploi
CIVP
Mode de travail
Présentiel
Rémunération
600 DT",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F68e3f082fe970fe19ff46014%2F59547068-f295-4467-bf78-d57b3e5a3de2.png&w=128&q=75,Sans expérience,N/A,Présentiel,600 DT,"Excellentes compétences en communication et relation client
Une connaissance du secteur de l’impression ou de la communication B2B est un plus.",N/A,N/A,https://www.tunijobs.com/company/emprint-id/jobs/emprint-id-commercial-e-b2b-impression-and-communication
TuniJobs,Graphiste - opérateur.rice DTF,"Expérience
Sans expérience
Type d'emploi
CIVP
Mode de travail
Présentiel
Rémunération
600 DT",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F68e3f082fe970fe19ff46014%2F59547068-f295-4467-bf78-d57b3e5a3de2.png&w=128&q=75,Sans expérience,N/A,Présentiel,600 DT,"Design graphique
Impression DTF",N/A,N/A,https://www.tunijobs.com/company/emprint-id/jobs/emprint-id-graphiste-operateur-rice-dtf
TuniJobs,QA Analyst / Testeur Fonctionnel,"Expérience
2-5 ans
Type d'emploi
CDI
Mode de travail
Télétravail complet
Rémunération
Confidentiel",https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F678d151af15cf2fdf8ef857f%2Fa052848d-99cb-4b03-9f5d-249c2135d260.jpg&w=128&q=75,2-5 ans,N/A,Télétravail complet,Confidentiel,"Cypress
Playwright
QA
+4 de plus",N/A,N/A,https://www.tunijobs.com/company/backoff-solutions/jobs/backoff-solutions-qa-analyst-testeur-fonctionnel
