source,title,company,description,education,experience,contract,region,skills,date,url,logo,job_type,work_mode,salary,published,modified,location,date_posted,date_ago,see_more
Farojob,IT-MMA recrute Commercial/e IT,IT-MMA,,,,,,,,https://www.farojob.net/jobs/it-mma-recrute-commercial-e-it/,https://www.farojob.net/wp-content/themes/noo-jobmonster/assets/images/company-logo.png,Secteur privé,,,,,"Bizerte, Tunisie",12 mai 2025,il y a 6 mois,https://www.farojob.net/jobs/it-mma-recrute-commercial-e-it/
Farojob,Digiarts recrute Téléconseiller(e)s en Assurance,digiarts,,,,,,,,https://www.farojob.net/jobs/digiarts-recrute-teleconseilleres-en-assurance/,https://www.farojob.net/wp-content/themes/noo-jobmonster/assets/images/company-logo.png,Secteur privé,,,,,"سوسة, سوسة, تونس",30 avril 2025,il y a 6 mois,https://www.farojob.net/jobs/digiarts-recrute-teleconseilleres-en-assurance/
Farojob,Digiarts recrute Créateur(trice) de contenu / Rédacteur(trice),digiarts,,,,,,,,https://www.farojob.net/jobs/digiarts-recrute-createurtrice-de-contenu-redacteurtrice/,https://www.farojob.net/wp-content/themes/noo-jobmonster/assets/images/company-logo.png,Secteur privé,,,,,"سوسة, سوسة, تونس",15 avril 2025,il y a 7 mois,https://www.farojob.net/jobs/digiarts-recrute-createurtrice-de-contenu-redacteurtrice/
Farojob,Digiarts recrute Spécialiste en Marketing Numérique & Influence,digiarts,,,,,,,,https://www.farojob.net/jobs/digiarts-recrute-specialiste-en-marketing-numerique-influence/,https://www.farojob.net/wp-content/themes/noo-jobmonster/assets/images/company-logo.png,Secteur privé,,,,,"سوسة, سوسة, تونس",15 avril 2025,il y a 7 mois,https://www.farojob.net/jobs/digiarts-recrute-specialiste-en-marketing-numerique-influence/
Farojob,Digiarts recrute Responsable du développement commercial,digiarts,,,,,,,,https://www.farojob.net/jobs/digiarts-recrute-responsable-du-developpement-commercial/,https://www.farojob.net/wp-content/themes/noo-jobmonster/assets/images/company-logo.png,Secteur privé,,,,,"سوسة, سوسة, تونس",15 avril 2025,il y a 7 mois,https://www.farojob.net/jobs/digiarts-recrute-responsable-du-developpement-commercial/
Farojob,Digiarts recrute Développeur Web & Graphiste,digiarts,,,,,,,,https://www.farojob.net/jobs/digiarts-recrute-developpeur-web-graphiste/,https://www.farojob.net/wp-content/themes/noo-jobmonster/assets/images/company-logo.png,Secteur privé,,,,,"Gouvernorat de Sousse, Tunisie",15 avril 2025,il y a 7 mois,https://www.farojob.net/jobs/digiarts-recrute-developpeur-web-graphiste/
Farojob,RE/MAX Smart recrute Conseiller en Immobilier,RE/MAX Smart,,,,,,,,https://www.farojob.net/jobs/re-max-smart-recrute-conseiller-en-immobilier/,https://www.farojob.net/wp-content/uploads/2025/04/Sans-titre-4-1-100x100.jpg,Freelance,,,,,"30 Avenue Jallouli Fares - APP N°4, Ennasr 1, Ariana, Tunisia 2037, Ariana, Tunisia",10 avril 2025,il y a 7 mois,https://www.farojob.net/jobs/re-max-smart-recrute-conseiller-en-immobilier/
Farojob,M3S Solutions recrute Assistante administrative // Agents Call Center // Chargés de suivi de dossier,M3S Solutions,,,,,,,,https://www.farojob.net/jobs/m3s-solutions-recrute-assistante-administrative-agents-call-center-charges-de-suivi-de-dossier/,https://www.farojob.net/wp-content/themes/noo-jobmonster/assets/images/company-logo.png,Secteur privé,,,,,"Les Berges du Lac, Tunis, Tunisie",7 avril 2025,il y a 7 mois,https://www.farojob.net/jobs/m3s-solutions-recrute-assistante-administrative-agents-call-center-charges-de-suivi-de-dossier/
Farojob,Société d’électroménager recrute Techniciens Froid et Climatisation,Société d’électroménager,,,,,,,,https://www.farojob.net/jobs/societe-delectromenager-recrute-techniciens-froid-et-climatisation/,https://www.farojob.net/wp-content/themes/noo-jobmonster/assets/images/company-logo.png,Secteur privé,,,,,"Tunis, Gouvernorat de Tunis, Tunisie",7 avril 2025,il y a 7 mois,https://www.farojob.net/jobs/societe-delectromenager-recrute-techniciens-froid-et-climatisation/
Farojob,STGI recrute Tapissier,Stgi,,,,,,,,https://www.farojob.net/jobs/stgi-recrute-tapissier/,https://www.farojob.net/wp-content/uploads/2018/11/stgi-marine.png,Secteur privé,,,,,N/A,27 mars 2025,il y a 7 mois,https://www.farojob.net/jobs/stgi-recrute-tapissier/
Farojob,Business Hôtel recrute Chauffeur,Business hôtel Tunis,,,,,,,,https://www.farojob.net/jobs/business-hotel-recrute-chauffeur/,https://www.farojob.net/wp-content/uploads/2016/12/business-hotel-tunis.png,Secteur privé,,,,,Tunis,27 mars 2025,il y a 7 mois,https://www.farojob.net/jobs/business-hotel-recrute-chauffeur/
Farojob,MBG Profilage recrute Conducteur Machine,MBG Profilage,,,,,,,,https://www.farojob.net/jobs/mbg-profilage-recrute-conducteur-machine/,https://www.farojob.net/wp-content/uploads/2025/03/mbgprofilage-100x100.png,Secteur privé,,,,,N/A,27 mars 2025,il y a 7 mois,https://www.farojob.net/jobs/mbg-profilage-recrute-conducteur-machine/
Farojob,Sohatram recrute Mécanicien Poids Lourd,SOHATRAM,,,,,,,,https://www.farojob.net/jobs/sohatram-recrute-mecanicien-poids-lourd/,https://www.farojob.net/wp-content/uploads/2019/09/Sohatram.png,Secteur privé,,,,,N/A,27 mars 2025,il y a 7 mois,https://www.farojob.net/jobs/sohatram-recrute-mecanicien-poids-lourd/
Farojob,WorldWide Studies recrute Réceptionniste,Worldwide Studies,,,,,,,,https://www.farojob.net/jobs/worldwide-studies-recrute-receptionniste/,https://www.farojob.net/wp-content/uploads/2024/07/worldwidestudies-100x100.png,Secteur privé,,,,,Ariana,27 mars 2025,il y a 7 mois,https://www.farojob.net/jobs/worldwide-studies-recrute-receptionniste/
Farojob,Hôtel Le Pacha recrute des Collaborateurs,Hotel Le Pacha,,,,,,,,https://www.farojob.net/jobs/hotel-le-pacha-recrute-des-collaborateurs/,https://www.farojob.net/wp-content/uploads/2018/11/hotel_pacha.png,Secteur privé,,,,,Tunis,27 mars 2025,il y a 7 mois,https://www.farojob.net/jobs/hotel-le-pacha-recrute-des-collaborateurs/
Farojob,Hôtel Occidental recrute Factotum,Hôtel Occidental,,,,,,,,https://www.farojob.net/jobs/hotel-occidental-recrute-factotum/,https://www.farojob.net/wp-content/uploads/2025/03/hteloccidental-100x100.png,Secteur privé,,,,,Sousse,27 mars 2025,il y a 7 mois,https://www.farojob.net/jobs/hotel-occidental-recrute-factotum/
Farojob,Hôtel Occidental recrute Valet de Chambre,Hôtel Occidental,,,,,,,,https://www.farojob.net/jobs/hotel-occidental-recrute-valet-de-chambre/,https://www.farojob.net/wp-content/uploads/2025/03/hteloccidental-100x100.png,Secteur privé,,,,,Sousse,27 mars 2025,il y a 7 mois,https://www.farojob.net/jobs/hotel-occidental-recrute-valet-de-chambre/
Farojob,Clinique Elmourouj recrute Techniciens Imagerie Médicale,clinique elmourouj,,,,,,,,https://www.farojob.net/jobs/clinique-elmourouj-recrute-techniciens-imagerie-medicale/,https://www.farojob.net/wp-content/uploads/2025/03/clinique-elmourouj-200x200-1-100x100.png,Secteur privé,,,,,Tunis,27 mars 2025,il y a 7 mois,https://www.farojob.net/jobs/clinique-elmourouj-recrute-techniciens-imagerie-medicale/
Farojob,BK Food International recrute Responsable Management Qualité,BK FOOD,,,,,,,,https://www.farojob.net/jobs/bk-food-international-recrute-responsable-management-qualite/,https://www.farojob.net/wp-content/uploads/2021/10/bkfood-bk-food-200x200-1.png,Secteur privé,,,,,N/A,22 mars 2025,il y a 8 mois,https://www.farojob.net/jobs/bk-food-international-recrute-responsable-management-qualite/
Farojob,DA-KAT Corp Tunisia Security recrute des Conducteurs,DA KAT,,,,,,,,https://www.farojob.net/jobs/da-kat-corp-tunisia-security-recrute-des-conducteurs/,https://www.farojob.net/wp-content/uploads/2024/01/da-kat-200x200-1-100x100.png,Secteur privé,,,,,Tunis,22 mars 2025,il y a 8 mois,https://www.farojob.net/jobs/da-kat-corp-tunisia-security-recrute-des-conducteurs/
Farojob,Société Atlas Packaging recrute Technicien en Electricité et Automatisme,Atlas Packaging,,,,,,,,https://www.farojob.net/jobs/societe-atlas-packaging-recrute-technicien-en-electricite-et-automatisme/,https://www.farojob.net/wp-content/uploads/2018/03/atlaspack.png,Secteur privé,,,,,Sousse,22 mars 2025,il y a 8 mois,https://www.farojob.net/jobs/societe-atlas-packaging-recrute-technicien-en-electricite-et-automatisme/
Farojob,Space Net recrute Responsable Achat,SpaceNet Tunisie,,,,,,,,https://www.farojob.net/jobs/space-net-recrute-responsable-achat/,https://www.farojob.net/wp-content/uploads/2020/04/LOGO-SPACENET-FINAL-fond-blanc-scaled.jpg,Secteur privé,,,,,Tunis,22 mars 2025,il y a 8 mois,https://www.farojob.net/jobs/space-net-recrute-responsable-achat/
Farojob,Your Team In Tunisia recrute Développeur WordPress et Divi,Your Team In Tunisia,,,,,,,,https://www.farojob.net/jobs/your-team-in-tunisia-recrute-developpeur-wordpress-et-divi/,https://www.farojob.net/wp-content/uploads/2023/10/Logo-1-100x100.jpg,Secteur privé,,,,,N/A,22 mars 2025,il y a 8 mois,https://www.farojob.net/jobs/your-team-in-tunisia-recrute-developpeur-wordpress-et-divi/
Farojob,The 716 Lounge Coffee et Restaurant recrute des Collaborateurs,The 716 Café Lounge Restaurant,,,,,,,,https://www.farojob.net/jobs/the-716-lounge-coffee-et-restaurant-recrute-des-collaborateurs/,https://www.farojob.net/wp-content/uploads/2020/06/LOGO-716-1.png,Secteur privé,,,,,Tunis,22 mars 2025,il y a 8 mois,https://www.farojob.net/jobs/the-716-lounge-coffee-et-restaurant-recrute-des-collaborateurs/
